6 2 0 0 0 0 1
13 2 1 0 0 0 1
13 2 0 0 0 0 0
14 0 0 0 0 0 0
17 2 0 0 1 1 1
14 1 0 0 1 0 0
14 10 1 0 0 1 1
20 2 0 1 1 0 3
20 5 0 0 0 1 0
20 12 0 0 0 1 1
25 5 1 0 1 0 4
44 12 0 0 0 2 3
58 9 2 0 1 1 3
114 8 0 1 4 4 8
103 11 0 0 0 10 18
99 7 1 0 1 11 11
125 17 1 0 1 6 11
152 18 4 0 1 7 18
151 19 2 0 3 14 15
162 16 0 1 2 11 11
134 8 1 0 2 12 33
111 14 0 1 3 10 13
81 4 0 0 2 7 24
48 9 0 0 2 7 11
46 5 1 0 3 10 8
39 1 0 0 0 5 10
30 5 0 0 2 5 12
16 3 0 0 1 2 3
18 2 0 0 2 2 8
19 0 0 0 0 2 3
9 3 0 0 0 4 5
14 2 0 0 0 0 1
10 1 0 0 0 2 6
4 1 0 0 0 0 1
6 3 1 0 0 0 2
