13872 61267 81727 181194 453545 444096 286671
13958 61495 82064 181841 455731 445815 287298
13486 59268 78570 173587 439449 429196 278512
13629 60196 80369 178370 446052 437010 281606
13896 61299 81753 181294 453955 444121 286596
13899 61349 81830 181294 454511 444360 286836
13843 60836 81076 179585 450855 440105 283446
13907 61382 81843 181392 454712 444682 286944
13955 61527 82102 182014 455716 446107 287999
13798 60954 81232 180039 451705 441579 284501
13849 61061 81311 180149 452588 442151 285001
13785 60767 81019 179933 450593 440929 283780
12713 56426 75136 166842 415812 408753 263597
14977 68987 93923 205631 522822 494651 314119
15611 71841 98283 215986 545429 518312 328033
15552 71559 97984 215328 544165 517267 327208
15558 71630 98119 215724 543675 517365 327751
15540 71529 97827 214954 543451 516355 327069
15563 71628 98104 215700 543936 517275 327768
15615 71865 98349 216139 545787 518762 328301
15357 70805 96712 212137 537078 509621 322320
15404 70777 96583 212130 536439 508856 321360
15592 71744 98214 215891 544926 517964 327942
15579 71757 98189 215812 545023 518184 327957
15591 71762 98180 215694 545076 518060 327990
15581 71740 98148 215713 544789 517596 327374
15615 71865 98349 216139 545787 518762 328301
15615 71865 98349 216139 545787 518762 328301
15415 71139 97163 213475 540085 513136 324964
14899 68585 93248 204956 521723 494617 312929
15387 70708 96573 211811 537164 509077 322010
15527 71400 97656 214498 542027 514547 325053
15517 71429 97687 214367 542233 514565 325908
15465 70931 96682 212640 537888 511155 323468
15525 71455 97749 214545 542460 515147 326053
