0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
0 0 0 0 0 0 0
1 0 0 0 0 0 0
0 1 0 0 0 0 0
1 0 0 0 0 1 0
3 0 0 0 0 0 0
4 1 0 0 0 0 0
8 0 0 0 0 0 1
112 9 2 0 0 2 2
288 38 1 0 2 6 4
211 29 0 1 2 4 10
149 23 1 0 2 9 9
131 17 1 1 1 6 11
154 14 0 0 3 3 12
100 15 0 0 0 6 6
72 10 1 0 2 4 8
60 14 0 0 1 6 10
37 5 0 0 0 5 8
33 9 0 1 3 8 3
28 7 0 0 0 3 10
31 5 0 0 2 3 3
22 3 1 0 0 1 2
15 5 0 2 0 2 2
14 5 0 0 0 0 0
17 5 0 0 1 0 0
13 0 0 0 0 3 0
8 3 0 0 1 0 1
12 1 0 0 0 0 0
7 4 0 0 0 0 0
14 2 0 0 0 0 0
3 0 0 0 0 1 1
