1 5 0 1 1 13 2
2 0 2 0 4 6 1
0 1 2 1 3 4 3
1 1 0 3 3 2 4
1 2 1 0 4 6 3
1 2 2 1 8 8 2
2 2 2 3 9 5 1
1 1 0 2 6 9 4
4 6 3 4 10 11 6
1 9 0 3 8 16 6
5 8 2 5 13 7 6
1 8 3 7 17 16 15
1 3 1 2 10 8 5
3 0 3 4 11 13 12
1 5 1 3 11 16 12
1 5 2 12 14 18 14
2 6 3 7 13 13 8
1 3 4 9 16 17 15
0 1 3 5 16 12 6
2 1 2 3 9 7 6
1 2 1 3 8 9 6
3 1 1 2 3 10 5
0 2 0 1 7 3 3
0 0 0 3 3 3 3
0 3 0 1 1 4 5
0 4 0 0 1 2 3
2 1 0 0 2 3 3
0 1 2 0 0 1 2
0 0 1 0 1 1 2
0 0 1 1 0 2 1
0 0 0 0 1 4 1
0 0 0 0 0 1 0
0 0 2 0 1 1 0
0 1 0 0 1 1 0
0 0 0 0 0 0 1
