0 2 3 6 8 8 1
1 3 2 2 11 9 7
0 3 0 3 5 9 1
0 0 1 1 4 4 1
2 1 0 1 7 5 3
1 1 2 2 5 4 3
1 2 0 3 6 5 6
2 1 0 5 6 3 3
2 2 0 2 9 4 1
3 4 0 3 6 2 3
2 4 0 4 6 3 5
0 4 3 1 7 6 1
0 2 0 1 4 5 4
2 1 1 1 7 6 3
0 2 1 4 15 7 3
1 2 2 7 11 11 2
2 4 2 6 13 10 5
2 6 4 12 22 23 2
0 4 4 6 20 9 2
2 3 4 7 13 13 6
2 4 2 9 10 14 4
1 4 1 6 20 15 7
1 3 2 3 10 27 6
0 8 0 6 7 10 3
0 2 5 5 10 8 4
0 2 0 4 7 7 3
0 0 2 3 4 14 4
1 1 1 2 9 11 7
0 1 2 3 4 5 4
0 5 1 2 6 5 3
0 0 0 0 3 0 1
0 0 0 2 0 4 2
0 2 0 0 3 1 0
0 0 0 2 0 2 3
0 2 0 0 0 5 4
