0 0 0 1 7 1 0
0 1 1 2 9 3 3
4 1 1 1 6 3 3
1 0 0 1 6 4 2
1 0 1 1 7 5 3
1 2 0 0 9 4 3
1 1 1 1 8 6 5
1 2 1 0 6 8 4
0 1 2 3 5 4 2
0 1 4 1 8 16 2
0 1 1 5 7 9 2
0 5 1 4 21 15 5
0 5 5 3 7 9 8
0 4 1 2 8 9 10
2 4 2 1 14 16 11
2 6 3 2 15 10 9
1 1 1 8 15 10 9
0 5 2 7 15 11 6
2 4 6 7 10 13 11
4 10 4 3 17 15 11
1 6 6 8 17 13 7
5 3 0 4 14 19 11
1 6 2 2 4 10 10
2 1 2 6 5 7 5
1 3 0 5 5 7 4
1 1 2 2 5 7 5
0 2 1 2 7 7 1
1 0 1 1 1 4 2
2 1 0 0 6 7 1
0 1 0 1 4 7 3
0 1 0 0 2 1 3
0 0 0 0 3 2 0
0 0 0 1 2 2 0
0 0 0 0 3 3 2
0 0 1 0 1 2 2
