243 538 175 383 1408 1328 772
260 512 160 344 1445 1396 842
254 569 201 259 1311 1408 838
225 423 192 223 1245 1299 901
293 542 187 274 1285 1399 836
264 627 215 306 1289 1289 851
353 687 235 327 1220 1332 860
419 789 239 334 1235 1341 893
419 908 276 340 1290 1409 944
561 999 264 360 1511 1470 942
636 1153 359 421 1733 1783 1108
709 1277 368 477 1997 2025 1287
657 1056 330 324 1581 1580 882
472 990 257 353 2089 2079 1333
413 1005 259 501 2649 2478 1602
369 1034 331 483 2059 1988 1181
413 1158 532 564 2250 2159 1110
449 1286 716 681 2760 2572 1349
427 1174 707 743 2562 2514 1287
363 1030 740 648 2481 2362 1393
382 1010 670 767 2767 2753 1444
399 923 457 625 2515 2623 1514
343 953 485 553 2215 2395 1415
365 810 475 494 1897 2038 1273
383 868 469 540 1750 1870 1179
400 788 392 446 1806 1775 1096
278 799 313 395 1532 1689 1130
319 788 312 398 1689 1889 1285
279 758 307 368 1455 1682 1117
278 764 272 296 1258 1310 928
254 546 144 197 947 934 685
216 473 109 207 919 972 655
225 478 125 256 1108 1128 786
182 422 117 190 772 868 609
277 522 148 283 983 972 655
