16870 82883 108096 226977 582292 525119 299315
16914 83099 108353 227640 583786 526634 300225
16695 82194 106906 224236 576873 519399 295828
16386 80745 105042 220123 566450 510095 290805
16804 82629 107759 226249 580112 522769 297738
16891 83012 108294 227387 582985 525949 300056
16832 82806 107993 226741 581769 524357 299285
16679 81344 105999 225334 576860 523562 299573
16635 81269 105924 224815 575863 522256 298498
16606 81047 105676 224459 574358 521305 298183
16945 83315 108651 228206 585253 527974 301183
16499 80683 105305 223631 571656 518770 296707
14319 69122 89847 191035 493641 445173 255656
10447 68874 88005 193656 492686 460952 272442
11915 78638 100815 222185 563475 530468 314827
11937 78638 100810 222065 563373 530276 314868
11903 78456 100571 221649 562428 528991 313918
11938 78701 100896 222288 564011 530496 315026
11905 78503 100468 221364 562123 528725 314282
11918 78592 100718 221954 563216 529689 314479
11766 77562 99470 219592 556310 524040 311298
11818 77897 99707 219682 557913 525091 311679
11743 77475 99201 218617 555017 521773 309554
11865 78326 100413 221354 561266 528184 313758
11851 78314 100382 221170 561002 528375 314190
11949 78833 101049 222710 564929 531614 315673
11913 78397 100565 221652 561444 528674 313778
11933 78697 100832 222233 563748 530367 314845
11931 78678 100837 222175 563656 530234 314848
11847 77855 99709 219857 558277 525487 312273
11494 75712 96851 213744 543036 509525 302474
11664 76893 98456 216899 550470 516768 306292
11930 78558 100657 221913 563219 530045 314729
11949 78833 101049 222710 564929 531614 315673
11908 78428 100536 221571 562097 528861 313369
