157 344 123 253 744 707 464
188 350 157 241 768 781 544
189 404 160 159 742 769 608
189 396 153 212 847 896 686
205 405 156 161 795 897 718
265 581 186 193 776 936 659
326 663 222 217 856 915 692
373 723 235 249 833 938 731
452 876 229 262 893 972 747
528 937 255 318 938 1067 840
571 1002 283 383 1026 1218 988
614 935 288 384 1124 1364 1174
429 631 206 293 945 1240 1151
417 726 241 370 1688 1986 1810
380 680 227 462 1676 2137 1805
297 661 266 434 1375 1686 1460
326 694 355 512 1425 1640 1503
319 746 378 501 1499 1867 1662
342 726 344 500 1499 1750 1390
307 699 327 423 1412 1536 1283
298 550 244 282 1134 1471 1205
274 497 180 224 1000 1237 1007
310 490 178 304 1122 1222 981
269 559 199 298 990 1139 848
331 549 197 280 958 1033 765
314 575 213 295 878 984 795
224 566 230 325 873 984 709
220 515 196 265 921 1014 711
198 543 145 209 783 795 661
204 360 127 162 741 763 619
217 362 106 212 828 1025 753
206 338 95 230 831 936 731
199 377 137 208 712 823 676
171 319 112 158 565 624 443
199 312 144 183 638 646 501
