219 604 157 243 999 1082 677
219 586 175 231 995 1166 772
219 657 187 249 951 1118 775
238 618 154 192 817 1037 738
245 530 143 181 861 1103 751
209 535 152 232 826 1053 766
239 548 162 197 804 923 685
286 624 161 194 768 870 654
306 699 216 241 793 885 664
375 813 236 254 949 1004 639
440 1000 286 282 984 1070 780
481 1095 275 274 1115 1130 860
442 832 270 181 880 1015 666
468 677 159 168 917 1066 848
318 595 185 242 1274 1467 1191
281 644 240 259 1135 1238 979
307 761 369 340 1097 1247 853
310 778 403 357 1327 1324 939
358 835 464 383 1485 1480 1017
300 797 422 349 1489 1476 958
308 755 419 545 1618 1674 980
257 755 474 479 1505 1604 994
280 666 380 444 1501 1465 983
255 624 443 471 1461 1421 948
255 641 433 476 1395 1333 995
271 577 387 402 1299 1240 940
211 443 240 290 978 942 815
195 458 214 263 960 982 825
139 441 199 225 744 781 616
171 362 152 199 672 720 589
158 303 95 122 549 591 468
146 262 82 99 507 538 468
130 297 67 165 604 709 576
117 200 70 111 445 482 398
125 236 88 141 513 521 385
