29 2 0 0 0 1 2
16 5 0 0 0 0 2
19 4 0 0 0 0 1
13 1 0 0 1 0 2
22 2 0 0 0 0 0
23 4 0 0 0 2 0
35 6 0 0 0 0 1
30 5 0 0 0 0 1
28 12 0 0 1 2 0
47 14 1 0 0 1 0
71 13 0 0 0 1 3
57 32 0 0 0 5 0
116 26 1 0 0 6 4
255 23 0 0 4 9 10
186 23 1 2 2 9 14
163 34 0 0 0 3 11
132 27 1 2 3 6 9
156 15 1 1 0 5 8
127 21 0 0 0 4 7
98 15 1 0 2 6 7
74 16 0 0 0 3 7
67 7 0 0 2 2 7
39 10 1 0 0 2 8
26 8 0 0 0 2 5
19 6 1 0 0 2 2
15 4 0 0 0 0 1
15 4 0 0 0 1 2
16 0 0 0 2 3 3
16 3 0 0 0 1 6
8 1 0 0 1 1 0
11 2 1 0 0 1 0
3 3 0 0 1 0 0
2 1 0 0 0 0 1
4 3 0 0 0 2 1
7 1 0 0 0 1 1
