11 2 1 0 0 1 2
22 0 0 0 0 0 1
9 2 0 0 1 0 2
20 0 0 0 0 1 2
17 5 0 1 1 1 2
21 4 0 0 0 1 1
31 2 1 0 1 1 1
40 9 0 0 0 1 1
30 5 0 0 0 3 5
42 11 0 0 0 5 5
67 13 1 0 3 2 9
76 20 0 1 2 5 5
87 11 0 0 1 10 21
146 17 1 1 8 17 25
143 10 1 2 8 21 38
119 7 0 1 2 18 25
113 19 2 1 3 11 37
96 9 1 0 5 18 35
81 9 0 1 3 14 33
55 7 1 1 3 9 30
47 7 1 0 2 15 42
44 8 0 0 1 9 18
34 8 0 0 0 6 19
23 6 0 0 1 4 15
13 4 0 0 1 1 11
21 4 0 0 2 1 12
17 1 0 1 1 6 15
23 2 0 0 3 3 9
11 2 0 0 1 4 3
16 4 0 0 1 4 1
8 2 0 0 1 2 2
9 1 0 0 0 4 3
7 3 0 0 0 3 7
13 2 0 0 1 3 2
7 4 0 0 1 2 5
