11913 78610 100785 222259 563328 530419 314482
11885 78421 100465 221425 561964 528799 313591
11679 77054 98585 217316 552161 519269 308787
11433 75384 96482 212684 541476 508761 302113
11885 78258 100225 220708 560792 527249 312717
11927 78661 100798 221935 563550 530061 314877
11905 78463 100451 221239 561903 528079 314095
11911 78482 100534 221734 562364 528840 313894
11884 78342 100360 221110 561206 527419 312629
11909 78512 100492 221446 562233 528384 313688
11863 78195 100162 220703 560409 526368 312355
11855 78209 100230 220511 559713 526503 312191
11033 71477 91455 200529 510133 477919 283297
11830 70129 88978 197165 489791 469316 281960
13233 77473 98596 219672 541552 522489 314298
13247 77420 98439 219446 541529 522535 315286
13278 77642 98785 220138 542690 523612 315538
13235 77369 98383 219421 540338 521741 314604
13236 77330 98320 219265 541013 521985 314846
13226 77420 98459 219535 541177 522504 314880
13146 77007 97924 218177 537979 518442 312491
12864 75262 95605 213542 526904 508579 306383
13210 77236 98218 218859 540037 520872 313977
13237 77418 98487 219615 541277 522387 314647
13278 77642 98785 220138 542690 523612 315538
13233 77393 98394 219082 540961 521818 314544
13180 77080 97983 218127 538622 519528 313533
13149 77101 98065 218357 538597 519793 313084
13261 77543 98631 219764 541664 522334 314636
13131 76714 97867 218580 535378 518950 312706
13023 76208 96724 215630 531881 513252 309482
12613 74222 94087 209702 519346 499955 300331
13051 76006 96715 215859 532680 514146 309780
13215 77234 98313 219259 539272 521681 314739
13043 76074 96970 217312 534112 517328 312308
