13253 77424 98494 219510 541330 522154 314283
13151 76944 97780 217793 536958 517793 311725
13211 77267 98252 219034 540073 521011 314201
12937 75494 95862 213544 527759 508469 304565
12971 76113 96645 215144 531855 511970 307886
13270 77565 98654 219780 542045 522839 314898
13221 77313 98398 219366 540436 521841 314887
13264 77510 98538 219347 541454 521990 314685
13263 77548 98673 219804 541937 522906 314953
13257 77546 98669 219879 542013 522901 314989
13245 77490 98566 219618 541709 522627 314852
13247 77412 98430 219215 541085 521915 314843
12521 73367 93329 207302 510371 491692 296650
11874 69164 87462 195392 484213 468242 282439
13918 61327 81842 181246 454361 444252 286384
13980 61629 82227 182318 456718 447040 288487
13980 61629 82227 182318 456718 447040 288487
13951 61539 82111 182043 455994 446299 288026
13936 61459 81937 181485 455271 445376 287600
13831 60779 80950 179271 450590 440221 283723
13880 61154 81438 180104 452538 442187 285638
13845 60973 81270 180268 451408 441959 284602
13777 60880 81082 179468 449921 439563 283754
13930 61276 81749 181175 454424 444337 286361
13916 61325 81803 181549 454154 444895 287233
13936 61531 82104 182129 455557 446420 288184
13849 61112 81438 180151 452457 441910 285342
13941 61479 82060 182102 455877 446486 288174
13884 61246 81586 180880 453962 444045 286253
13886 61171 81615 181091 453710 444488 286641
13481 59479 79070 175041 439572 428736 276758
12962 57193 75619 167409 423182 413203 267068
13922 61281 81642 181009 454317 444424 287287
13865 61012 81373 180495 451948 442715 285965
13886 61208 81622 180746 452899 442881 286000
